temps, hour, article, father, orgID, type, ordre, article_age, x, y, z, x1, y1, z1,article_length, article_surface, article_volume, article_diameter, article_growth, article_dry_mass, dist_from_base,water_pot_endo, water_pot_exo, Kh, Lr, Lr_percent, radial_water_flux, axial_water_flux, aqp, cavitation,maintenance_demand, growth_demand, dry_mass, growth_eff, photosynthesis, n_uptake, n_satis
12.0, 12.0, maize.ArtVirt@15327b79, maize.ArtVirt@15327b79, 0, 0, 0, 12.0, 0.0, 0.0, -2.0, 0.0, 0.0, -2.0, 1.0, 3.1415927, 0.5235988, 1.0, 0.0, 0.0, 0.0, -0.15, -0.15, 5.00000597E14, 9.9999999E14, 0.0, 3.3055882E-29, 2.3258313E-22, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegRoot@4f2410ac, maize.ArtVirt@15327b79, 1, 10, 1, 12.0, 0.6, 0.0, -2.0, 0.0, 0.0, -2.0, 1.5, 0.37699112, 0.0075398223, 0.08, 0.21468802, 4.2154265E-4, 0.0, -0.15, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 5.019984E-24, 6.970286E-24, 0.9999096, 1.0, 5.049535E-5, 4.404341E-5, 4.2154265E-4, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegRoot@722c41f4, maize.SegRoot@4f2410ac, 1, 10, 1, 1.0, 0.6000000000000001, -1.8369701987210297E-16, -3.5, 0.6, 0.0, -2.0, 0.007999999, 0.0020106193, 4.0212384E-5, 0.08, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 2.0498999E-26, 1.950523E-24, 0.9999096, 1.0, 2.4084613E-7, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisRoot@5b80350b, maize.SegRoot@722c41f4, 8, 11, 2, 1.0, 0.6000000000000001, -1.8370681704627717E-16, -3.5000799999982117, 0.6000000000000001, -1.8369701987210297E-16, -3.5, 0.039444778, 0.004887974, 3.2134172E-5, 0.039444778, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 1.2924763E-24, 1.0, 1.0, 1.9246289E-7, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisRoot@5d6f64b1, maize.SegRoot@722c41f4, 1, 10, 1, 12.0, 0.6000000000000001, -1.8467673728952246E-16, -3.507999999821186, 0.6000000000000001, -1.8369701987210297E-16, -3.5, 0.08, 0.020106193, 2.6808254E-4, 0.08, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 6.37268E-25, 1.0, 1.0, 1.6056409E-6, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegStem@32a1bec0, maize.ArtVirt@15327b79, 1, 40, 1, 12.0, 0.6, 0.0, -2.0, 0.0, 0.0, -2.0, 0.01, 0.012566371, 0.001256637, 0.4, 0.01025, 6.283185E-6, 0.0, -0.15, -0.15, 1.19336154E9, 9.9999999E14, 1.0, 1.3222348E-31, 2.3258313E-22, 1.0, 1.0, 7.526442E-7, 0.0, 6.283185E-6, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegStem@22927a81, maize.SegStem@32a1bec0, 2, 40, 1, 6.0, 0.6, 0.0, -1.9900000002235174, 0.6, 0.0, -2.0, 0.01, 0.012566371, 0.001256637, 0.4, 0.01025, 6.283185E-6, 0.0, -0.15, -0.15, 1.19336154E9, 9.9999999E14, 1.0, 1.3222348E-31, -0.0, 1.0, 1.0, 7.526442E-7, 0.0, 6.283185E-6, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisRoot@78e03bb5, maize.SegStem@22927a81, 5, 30, 2, 6.0, 0.6, 0.0, -1.9801000004447997, 0.6, 0.0, -1.9900000002235174, 0.08, 0.020106193, 2.6808254E-4, 0.08, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 1.3152514E-22, 1.0, 1.0, 1.6056409E-6, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisRoot@5e8c92f4, maize.SegStem@22927a81, 6, 30, 2, 6.0, 0.6, 0.0, -1.9801000004447997, 0.6, 0.0, -1.9900000002235174, 0.08, 0.020106193, 2.6808254E-4, 0.08, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 1.3152514E-22, 1.0, 1.0, 1.6056409E-6, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisRoot@61e4705b, maize.SegStem@22927a81, 7, 30, 2, 6.0, 0.6, 0.0, -1.9801000004447997, 0.6, 0.0, -1.9900000002235174, 0.08, 0.020106193, 2.6808254E-4, 0.08, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, -5.580589E-16, 1.3152518E-22, 1.0, 1.0, 1.6056409E-6, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegLeaf@50134894, maize.SegStem@22927a81, 1, 41, 1, 1.0, 0.6, 0.0, -1.9801000004447997, 0.6, 0.0, -1.9900000002235174, 0.5175, 5.6274352E-8, 5.627435E-10, 1.0874271E-7, 0.0, 3.5531682E-12, 0.0, -0.15, -0.15, 1.19336161E10, Infinity, 0.0, 0.0, 1.9325746E-23, 1.0, 1.0, 2.558281E-17, 0.0, 3.5531682E-12, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegLeaf@2957fcb0, maize.SegLeaf@50134894, 1, 41, 1, 1.0, 0.6, 0.0, -1.4625999927334488, 0.6, 0.0, -1.9801000004447997, 0.01, 1.0874271E-9, 1.0874271E-11, 1.0874271E-7, 0.545, 0.0, 0.0, -0.15, -0.15, 1.19336161E10, Infinity, 0.0, 0.0, 2.3258311E-23, 1.0, 1.0, 0.0, 1.2978986E-12, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisLeaf@1376c05c, maize.SegLeaf@2957fcb0, 0, 41, 2, 6.0, 0.6, 0.0, -1.4525999927334488, 0.6, 0.0, -1.4625999927334488, 0.01, 4.3497086E-9, 1.0874271E-11, 1.0874271E-7, 0.0, 0.0, 0.0, -0.15, -0.15, 8.37969E-11, 9.9999999E14, 1.0, 4.5767137E-38, 0.0033122438, 1.0, 1.0, 1.3025969E-15, 7.938218E-15, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisStem@51521cc1, maize.SegStem@22927a81, 3, 40, 1, 12.0, 0.6, 0.0, -1.9800000004470348, 0.6, 0.0, -1.9900000002235174, 0.4, 0.50265485, 0.033510324, 0.4, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 9.9999999E14, 1.0, 5.2889384E-30, 6.938894E-30, 1.0, 1.0, 4.0141025E-5, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegRoot@1b4fb997, maize.ArtVirt@15327b79, 2, 20, 1, 12.0, 0.6, 0.0, -2.0, 0.0, 0.0, -2.0, 1.2322468, 0.23227303, 0.0034840954, 0.06, 0.17313588, 1.908072E-4, 0.0, -0.15, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 6.204295E-24, 8.430492E-24, 0.9999096, 1.0, 2.2856231E-5, 1.9570729E-5, 1.908072E-4, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisRoot@deb6432, maize.SegRoot@1b4fb997, 2, 20, 1, 12.0, 1.8322467315942048, 0.0, -2.0, 0.6, 0.0, -2.0, 0.06, 0.011309733, 1.13097325E-4, 0.06, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, -3.1390816E-16, 2.2261822E-24, 1.0, 1.0, 6.773798E-7, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegRoot@28ba21f3, maize.ArtVirt@15327b79, 3, 20, 1, 12.0, 0.6, 0.0, -2.0, 0.0, 0.0, -2.0, 1.2322468, 0.23227303, 0.0034840954, 0.06, 0.17313588, 1.908072E-4, 0.0, -0.15, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 6.204295E-24, 8.430492E-24, 0.9999096, 1.0, 2.2856231E-5, 1.9570729E-5, 1.908072E-4, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisRoot@694f9431, maize.SegRoot@28ba21f3, 3, 20, 1, 12.0, -0.016123365797102274, -1.0671569732909263, -2.0, 0.6, 0.0, -2.0, 0.06, 0.011309733, 1.13097325E-4, 0.06, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, -3.1390816E-16, 2.2261822E-24, 1.0, 1.0, 6.773798E-7, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.SegRoot@f2a0b8e, maize.ArtVirt@15327b79, 4, 20, 1, 12.0, 0.6, 0.0, -2.0, 0.0, 0.0, -2.0, 1.2322468, 0.23227303, 0.0034840954, 0.06, 0.17313588, 1.908072E-4, 0.0, -0.15, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 6.204295E-24, 8.430492E-24, 0.9999096, 1.0, 2.2856231E-5, 1.9570729E-5, 1.908072E-4, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
12.0, 12.0, maize.MerisRoot@593634ad, maize.SegRoot@f2a0b8e, 4, 20, 1, 12.0, -0.01612336579710305, 0.9241850486956534, -2.533578486645463, 0.6, 0.0, -2.0, 0.06, 0.011309733, 1.13097325E-4, 0.06, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, -3.1390816E-16, 2.2261822E-24, 1.0, 1.0, 6.773798E-7, 0.0, 0.0, 1.0, 0.0, 0.011889533245458212, 0.11889533245458206
36.0, 12.0, maize.ArtVirt@15327b79, maize.ArtVirt@15327b79, 0, 0, 0, 36.0, 0.0, 0.0, -2.0, 0.0, 0.0, -2.0, 1.0, 3.1415927, 0.5235988, 1.0, 0.0, 0.0, 0.0, -0.17105912, -0.15, 5.00000597E14, 9.9999999E14, 0.0, 6.615915E-21, -5.5550454E-15, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegRoot@4f2410ac, maize.ArtVirt@15327b79, 1, 10, 1, 36.0, 0.6, 0.0, -2.0, 0.0, 0.0, -2.0, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.349081E-4, 0.0, -0.150183, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 1.3796212E-15, 1.3917412E-15, 0.9999096, 1.0, 5.209636E-5, 0.0, 4.349081E-4, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegRoot@722c41f4, maize.SegRoot@4f2410ac, 1, 10, 1, 25.0, 0.6000000000000001, -1.8369701987210297E-16, -3.5, 0.6, 0.0, -2.0, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.349081E-4, 0.0, -0.1500012, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 9.01072E-18, 1.2119954E-17, 0.9999096, 1.0, 5.209636E-5, 0.0, 4.349081E-4, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.MerisRoot@5b80350b, maize.SegRoot@722c41f4, 8, 11, 2, 25.0, 0.6000000000000001, -1.85533990070824E-16, -3.515, 0.6000000000000001, -1.8369701987210297E-16, -3.5, 0.039444778, 0.004887974, 3.2134172E-5, 0.039444778, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 3.0300385E-18, 1.0, 1.0, 1.9246289E-7, 0.0, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegRoot@20fa23c1, maize.SegRoot@722c41f4, 1, 10, 1, 17.0, 0.6000000000000002, -3.6739403974420594E-16, -5.0, 0.6000000000000001, -1.8369701987210297E-16, -3.5, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.4381843E-4, 0.0, -0.15, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 5.4779235E-20, 7.919506E-20, 0.9999096, 1.0, 5.3163698E-5, 0.0, 4.4381843E-4, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.MerisRoot@3581c5f3, maize.SegRoot@20fa23c1, 15, 11, 2, 17.0, 0.5997303626167876, 4.7347863727211306E-4, -5.014990100522065, 0.6000000000000002, -3.6739403974420594E-16, -5.0, 0.031055422, 0.0030298755, 1.5682344E-5, 0.031055422, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 8.409594E-17, 2.339681E-20, 1.0, 1.0, 9.3927085E-8, 0.0, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegRoot@6aa8ceb6, maize.SegRoot@20fa23c1, 1, 10, 1, 6.0, 0.5730362616787421, 0.047347863727247676, -6.4990100522065255, 0.6000000000000002, -3.6739403974420594E-16, -5.0, 0.70130444, 0.17625701, 0.0035251402, 0.08, 0.21468802, 1.845888E-4, 0.0, -0.15, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 4.2140069E-22, 1.0190192E-21, 0.9999096, 1.0, 2.2111348E-5, 4.125052E-5, 1.845888E-4, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.MerisRoot@2530c12, maize.SegRoot@6aa8ceb6, 22, 11, 2, 6.0, 0.5732605931553274, 0.04733474646931298, -6.506019495219244, 0.5730362616787421, 0.047347863727247676, -6.4990100522065255, 0.026675219, 0.0022354545, 9.938539E-6, 0.026675219, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 4.4817755E-22, 1.0, 1.0, 5.9525416E-8, 0.0, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.MerisRoot@5d6f64b1, maize.SegRoot@6aa8ceb6, 1, 10, 1, 36.0, 0.5954694093372678, 0.04603613793377825, -7.1999543534782955, 0.5730362616787421, 0.047347863727247676, -6.4990100522065255, 0.08, 0.020106193, 2.6808254E-4, 0.08, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 1.4944043E-22, 1.0, 1.0, 1.6056409E-6, 0.0, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegStem@32a1bec0, maize.ArtVirt@15327b79, 1, 40, 1, 36.0, 0.6, 0.0, -2.0, 0.0, 0.0, -2.0, 0.01, 0.012566371, 0.001256637, 0.4, 0.01025, 6.283185E-6, 0.0, -0.17105912, -0.15, 1.19336154E9, 9.9999999E14, 1.0, 2.6463661E-23, -5.5550454E-15, 1.0, 1.0, 7.526442E-7, 0.0, 6.283185E-6, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegStem@22927a81, maize.SegStem@32a1bec0, 2, 40, 1, 30.0, 0.6, 0.0, -1.9900000002235174, 0.6, 0.0, -2.0, 0.01, 0.012566371, 0.001256637, 0.4, 0.01025, 6.283185E-6, 0.0, -0.17105912, -0.15, 1.19336154E9, 9.9999999E14, 1.0, 2.6463661E-23, -5.5550454E-15, 1.0, 1.0, 7.526442E-7, 0.0, 6.283185E-6, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@50134894, maize.SegStem@22927a81, 1, 41, 1, 25.0, 0.6, 0.0, -1.9801000004447997, 0.6, 0.0, -1.9900000002235174, 0.5175, 5.6274352E-8, 5.627435E-10, 1.0874271E-7, 0.0, 4.2205766E-12, 0.0, -6.1880317, -0.15, 2.9879202E20, Infinity, 0.0, 0.0, -3.891336E-18, 1.0, 3.993954E-11, 3.038815E-17, 0.0, 4.2205766E-12, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@2957fcb0, maize.SegLeaf@50134894, 1, 41, 1, 25.0, 0.6, 0.0, -1.4625999927334488, 0.6, 0.0, -1.9801000004447997, 0.5175, 5.6274352E-8, 5.627435E-10, 1.0874271E-7, 0.0, 4.2205766E-12, 0.0, -12.205005, -0.15, 1.19336156E17, Infinity, 0.0, 0.0, -9.743066E-15, 1.0, 1.0E-7, 3.038815E-17, 0.0, 4.2205766E-12, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@73c6c3b2, maize.SegLeaf@2957fcb0, 1, 41, 1, 24.0, 0.6, 0.0, -0.9450999850220978, 0.6, 0.0, -1.4625999927334488, 0.545, 5.9264778E-8, 5.9264776E-10, 1.0874271E-7, 0.0, 4.444858E-12, 0.0, -18.54172, -0.15, 1.19336156E17, Infinity, 0.0, 0.0, -9.743066E-15, 1.0, 1.0E-7, 3.200298E-17, 0.0, 4.444858E-12, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@48533e64, maize.SegLeaf@73c6c3b2, 1, 41, 1, 23.0, 0.6, 0.0, -0.4000999769009649, 0.6, 0.0, -0.9450999850220978, 0.5575, 6.062406E-8, 6.062406E-10, 1.0874271E-7, 0.0, 4.5468048E-12, 0.0, -25.023773, -0.15, 1.19336156E17, Infinity, 0.0, 0.0, -9.743066E-15, 1.0, 1.0E-7, 3.2736993E-17, 0.0, 4.5468048E-12, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@64a294a6, maize.SegLeaf@48533e64, 1, 41, 1, 22.0, 0.6, 0.0, 0.15740003140643255, 0.6, 0.0, -0.4000999769009649, 0.555, 6.035221E-8, 6.0352207E-10, 1.0874271E-7, 0.0, 4.5264153E-12, 0.0, -31.476759, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 3.2590188E-17, 0.0, 4.5264153E-12, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@7e0b37bc, maize.SegLeaf@64a294a6, 1, 41, 1, 21.0, 0.6, 0.0, 0.712400039676577, 0.6, 0.0, 0.15740003140643255, 0.5, 5.4371355E-8, 5.437136E-10, 1.0874271E-7, 0.0, 4.0778518E-12, 0.0, -37.290257, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 2.936053E-17, 0.0, 4.0778518E-12, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@3b95a09c, maize.SegLeaf@7e0b37bc, 1, 41, 1, 20.0, 0.6, 0.0, 1.2124000471271574, 0.6, 0.0, 0.712400039676577, 0.5, 5.437136E-8, 5.437136E-10, 1.0874271E-7, 0.0, 4.0778518E-12, 0.0, -43.10376, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 2.936053E-17, 0.0, 4.0778518E-12, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@6ae40994, maize.SegLeaf@3b95a09c, 1, 41, 1, 18.0, 0.6083329477845523, 0.0, 1.7123306117376846, 0.6, 0.0, 1.2124000471271574, 0.5, 0.13573608, 0.0013573607, 0.27147216, 0.0, 1.0180205E-5, 0.0, -48.91726, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 7.329748E-11, 0.0, 1.0180205E-5, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@1a93a7ca, maize.SegLeaf@6ae40994, 1, 41, 1, 17.0, 0.6249965286994505, 0.0, 2.2120528671172837, 0.6083329477845523, 0.0, 1.7123306117376846, 0.5, 0.26055795, 0.0026055793, 0.5211159, 0.0, 1.9541845E-5, 0.0, -54.73076, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 1.4070128E-10, 0.0, 1.9541845E-5, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@3d82c5f3, maize.SegLeaf@1a93a7ca, 1, 41, 1, 6.0, 0.649986114079227, 0.0, 2.7114280047374173, 0.6249965286994505, 0.0, 2.2120528671172837, 0.5, 0.37446564, 0.0037446565, 0.7489313, 0.0, 2.8084924E-5, 0.0, -60.54426, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 2.0221144E-10, 0.0, 2.8084924E-5, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@2b05039f, maize.SegLeaf@3d82c5f3, 1, 41, 1, 5.0, 0.683294762532863, 0.0, 3.210317312488919, 0.649986114079227, 0.0, 2.7114280047374173, 0.5, 0.4774592, 0.004774592, 0.9549184, 0.0, 3.485452E-5, 0.0, -66.35776, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 2.5095254E-10, 0.0, 3.485452E-5, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@61e717c2, maize.SegLeaf@2b05039f, 1, 41, 1, 4.0, 0.7249132218719087, 0.0, 3.708582213212244, 0.683294762532863, 0.0, 3.210317312488919, 0.5, 0.5695386, 0.005695386, 1.1390772, 0.0, 3.9725317E-5, 0.0, -72.17126, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 2.8602226E-10, 0.0, 3.9725317E-5, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@66cd51c3, maize.SegLeaf@61e717c2, 1, 41, 1, 3.0, 0.7748299316804755, 0.0, 4.206084303190234, 0.7249132218719087, 0.0, 3.708582213212244, 0.5, 0.65070385, 0.006507038, 1.3014077, 0.0, 4.3271804E-5, 0.0, -77.98476, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 3.1155697E-10, 0.0, 4.3271804E-5, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@4dcbadb4, maize.SegLeaf@66cd51c3, 1, 41, 1, 2.0, 0.8330310265263894, 0.0, 4.702685390592706, 0.7748299316804755, 0.0, 4.206084303190234, 0.5, 0.7209549, 0.007209549, 1.4419098, 0.0, 4.5600398E-5, 0.0, -83.79826, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743066E-15, 1.0, 1.0E-7, 3.2832287E-10, 0.0, 4.5600398E-5, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegLeaf@4e515669, maize.SegLeaf@4dcbadb4, 1, 41, 1, 1.0, 0.8995003398126099, 0.0, 5.198247533862185, 0.8330310265263894, 0.0, 4.702685390592706, 0.01, 0.015605836, 1.5605836E-4, 1.5605837, 0.5, 0.0, 0.0, -83.79826, -89.88, 1.19336156E17, Infinity, 0.0, -0.0, -9.743061E-22, 1.0, 1.0E-7, 0.0, 1.7088392E-5, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.MerisLeaf@1376c05c, maize.SegLeaf@4e515669, 0, 41, 2, 30.0, 0.9009947211594467, 0.0, 5.208135244638205, 0.8995003398126099, 0.0, 5.198247533862185, 0.01, 4.3497086E-9, 1.0874271E-11, 1.0874271E-7, 0.0, 0.0, 0.0, -83.79826, -89.88, 8.3796895E-18, 9.9999999E14, 1.0, -2.6453794E-27, -3.3917376E7, 1.0, 1.0E-7, 1.195043E-15, 1.2099234E-7, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegRoot@17d10166, maize.SegStem@22927a81, 6, 30, 2, 21.0, 0.6, 0.0, -1.9801000004447997, 0.6, 0.0, -1.9900000002235174, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.3936327E-4, 0.0, -0.15012388, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 9.338547E-16, 1.3956831E-15, 0.9999096, 1.0, 5.263003E-5, 0.0, 4.3936327E-4, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.MerisRoot@1b9e1916, maize.SegRoot@17d10166, 12, 31, 3, 21.0, 0.6075, -0.012990381056766575, -1.9801000004447997, 0.6, 0.0, -1.9801000004447997, 0.027307034, 0.002342604, 1.0661594E-5, 0.027307034, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 4.5514225E-16, 4.5361034E-16, 1.0, 1.0, 6.385605E-8, 0.0, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegRoot@ba8a1dc, maize.SegRoot@17d10166, 6, 30, 2, 12.0, 1.350000000000001, -1.2990381056766576, -1.9801000004447997, 0.6, 0.0, -1.9801000004447997, 1.5, 0.37699112, 0.0075398223, 0.08, 0.21468802, 4.2154265E-4, 0.0, -0.1500006, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 4.5066024E-18, 8.217985E-18, 0.9999096, 1.0, 5.049535E-5, 4.404341E-5, 4.2154265E-4, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.MerisRoot@4f8e5cde, maize.SegRoot@ba8a1dc, 16, 31, 3, 12.0, 1.355331690587495, -1.312892476053538, -1.982251627024725, 1.350000000000001, -1.2990381056766576, -1.9801000004447997, 0.03719625, 0.004346585, 2.6946109E-5, 0.03719625, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 1.6070459E-18, 1.0, 1.0, 1.6138974E-7, 0.0, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.SegRoot@504bae78, maize.SegRoot@ba8a1dc, 6, 30, 2, 2.0, 1.8831690587494108, -2.684475143364715, -2.1952626584373256, 1.350000000000001, -1.2990381056766576, -1.9801000004447997, 0.007999999, 0.0020106193, 4.0212384E-5, 0.08, 0.21468802, 0.0, 0.0, -0.15000044, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 1.7266195E-20, 2.1043361E-18, 0.9999096, 1.0, 2.4084613E-7, 3.9388597E-5, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
36.0, 12.0, maize.MerisRoot@3b764bce, maize.SegRoot@504bae78, 23, 31, 3, 2.0, 1.88322295020506, -2.684529258189074, -2.1952864764243634, 1.8831690587494108, -2.684475143364715, -2.1952626584373256, 0.027698716, 0.0024102891, 1.1126985E-5, 0.027698716, 0.0, 0.0, 0.0, -0.15, -0.15, 9.9999999E14, 1.0E-7, 0.0, -6.689896E-17, 1.5503025E-18, 1.0, 1.0, 6.664344E-8, 0.0, 0.0, 1.0, 0.0, 0.06379946592599656, 0.47059346425468584
