temps, hour, article, father, orgID, type, ordre, article_age, x, y, z, x1, y1, z1,article_length, article_surface, article_volume, article_diameter, article_growth, article_dry_mass, dist_from_base,water_pot_endo, water_pot_exo, Kh, Lr, Lr_percent, radial_water_flux, axial_water_flux, aqp, cavitation,maintenance_demand, growth_demand, dry_mass, growth_eff, photosynthesis
156.0, 12.0, maize.MerisRoot@30946e09, maize.SegRoot@73a8dfcc, 13, 31, 3, 121.0, 2.7713677808057464, 0.004437413124503631, -1.0249642290264505, 2.1823276769247615, 0.30076568571928775, -1.4779778380431734, 0.02862607, 0.0025743837, 1.2282415E-5, 0.02862607, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 7.356371E-8, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@27f8302d, maize.SegRoot@2cdf8d8a, 3, 30, 2, 113.0, 2.229361592933169, 1.6134376215462576, -2.5567763882869015, 1.3424214381170856, 0.7010424711905836, -2.1677276943855532, 0.8391774, 0.2109083, 0.0042181658, 0.08, 0.0, 2.4829493E-4, 0.0, -0.4, -0.15, 4.02650701E9, 7943322.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.9742518E-5, 0.0, 2.4829493E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@ea30797, maize.SegRoot@27f8302d, 18, 31, 3, 65.0, 2.235849260861131, 1.6175452384024542, -2.560161580734275, 2.229361592933169, 1.6134376215462576, -2.5567763882869015, 0.6418971, 0.0475988, 2.808774E-4, 0.023603735, 0.0, 1.6309405E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.9536556E-6, 0.0, 1.6309405E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@7e774085, maize.SegRoot@ea30797, 18, 31, 3, 49.0, 2.364727572967723, 1.1553587591993346, -2.986548632923708, 2.235849260861131, 1.6175452384024542, -2.560161580734275, 0.48380533, 0.035875775, 2.1170056E-4, 0.023603735, 0.0, 1.2292589E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.472493E-6, 0.0, 1.2292589E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@3b22cdd0, maize.SegRoot@7e774085, 18, 31, 3, 37.0, 2.4538375216757466, 0.854881023547581, -3.3551136229644376, 2.364727572967723, 1.1553587591993346, -2.986548632923708, 0.8, 0.05932266, 3.500591E-4, 0.023603735, 0.0, 2.0185327E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.4179408E-6, 0.0, 2.0185327E-5, 1.0, 0.0
156.0, 12.0, maize.MerisRoot@4d76f3f8, maize.SegRoot@3b22cdd0, 18, 31, 3, 113.0, 2.236322052968619, 0.3253930278646817, -3.9139780988208934, 2.4538375216757466, 0.854881023547581, -3.3551136229644376, 0.023603735, 0.0017502954, 6.885585E-6, 0.023603735, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 4.12402E-8, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@2d8e6db6, maize.SegRoot@27f8302d, 3, 30, 2, 102.0, 2.87812838572936, 2.0241993071659206, -2.8952956330242205, 2.229361592933169, 1.6134376215462576, -2.5567763882869015, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.3045296E-4, 0.0, -0.4, -0.15, 4.4236017E9, 6593182.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 4.3045296E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@3f8f9dd6, maize.SegRoot@2d8e6db6, 19, 31, 3, 58.0, 2.889098410960727, 2.030939351974926, -2.9029917581788527, 2.87812838572936, 2.0241993071659206, -2.8952956330242205, 0.8, 0.06624912, 4.3657646E-4, 0.026359685, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.0109718E-6, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@1e81f4dc, maize.SegRoot@3f8f9dd6, 19, 31, 3, 46.0, 2.508038612636441, 1.9763185726882602, -3.6042834376137782, 2.889098410960727, 2.030939351974926, -2.9029917581788527, 0.4145772, 0.034331713, 2.262433E-4, 0.026359685, 0.0, 1.32276655E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.584503E-6, 0.0, 1.32276655E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@4d591d15, maize.SegRoot@1e81f4dc, 19, 31, 3, 33.0, 2.237309946208809, 1.8671659201348725, -3.8986741979891693, 2.508038612636441, 1.9763185726882602, -3.6042834376137782, 0.8, 0.06624912, 4.3657646E-4, 0.026359685, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.0109718E-6, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.MerisRoot@23ab930d, maize.SegRoot@4d591d15, 19, 31, 3, 102.0, 1.6461593500906728, 1.7255132186288138, -4.4187467928628985, 2.237309946208809, 1.8671659201348725, -3.8986741979891693, 0.026359685, 0.0021828823, 9.590015E-6, 0.026359685, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 5.7437983E-8, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@5b80350b, maize.SegRoot@2d8e6db6, 3, 30, 2, 94.0, 3.9751309088660833, 2.6982037880664986, -3.6649081484874273, 2.87812838572936, 2.0241993071659206, -2.8952956330242205, 0.6806235, 0.17105933, 0.0034211865, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 4.8961096E9, 5652932.5, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.3880822E-5, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@aec6354, maize.SegRoot@5b80350b, 24, 31, 3, 64.0, 3.9804102383962072, 2.6980662836644425, -3.6692017019563776, 3.9751309088660833, 2.6982037880664986, -3.6649081484874273, 0.41867155, 0.05461096, 5.6686066E-4, 0.041519918, 0.0, 3.3599943E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 4.024838E-6, 0.0, 3.3599943E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@1c655221, maize.SegRoot@aec6354, 24, 31, 3, 55.0, 4.23862941123731, 2.8949933840622926, -3.4049509649662397, 3.9804102383962072, 2.6980662836644425, -3.6692017019563776, 0.8, 0.10435094, 0.0010831606, 0.041519918, 0.0, 6.133298E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 7.346897E-6, 0.0, 6.133298E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@65ae6ba4, maize.SegRoot@1c655221, 24, 31, 3, 47.0, 4.733690806547152, 3.3406043570770967, -2.961842519237478, 4.23862941123731, 2.8949933840622926, -3.4049509649662397, 0.4504671, 0.05875833, 6.0991023E-4, 0.041519918, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 4.233709E-6, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.MerisRoot@5d6f64b1, maize.SegRoot@65ae6ba4, 24, 31, 3, 94.0, 5.048485120279548, 3.515625808061669, -2.6913011424458806, 4.733690806547152, 3.3406043570770967, -2.961842519237478, 0.041519918, 0.005415803, 3.7477283E-5, 0.041519918, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 2.2446466E-7, 0.0, 0.0, 1.0, 0.0
156.0, 12.0, maize.SegRoot@32a1bec0, maize.SegRoot@5b80350b, 3, 30, 2, 85.0, 4.503063861878453, 2.684453347860884, -4.094263495382478, 3.9751309088660833, 2.6982037880664986, -3.6649081484874273, 1.4921048, 0.37500682, 0.0075001363, 0.08, 0.0, 4.3705068E-4, 0.0, -0.4, -0.15, 5.4603986E9, 4967548.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.235301E-5, 0.0, 4.3705068E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@22927a81, maize.SegRoot@32a1bec0, 3, 30, 2, 74.0, 5.425594344491036, 2.8322025589408297, -5.257656934578485, 4.503063861878453, 2.684453347860884, -4.094263495382478, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@48cf768c, maize.SegRoot@22927a81, 31, 31, 3, 46.0, 5.435280001138638, 2.8363435940880994, -5.2683358803698, 5.425594344491036, 2.8322025589408297, -5.257656934578485, 0.32271266, 0.041915763, 4.3324038E-4, 0.04134391, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.0401286E-6, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@59f95c5d, maize.SegRoot@48cf768c, 31, 31, 3, 37.0, 5.279945024819802, 2.677959048971245, -5.5027049008552025, 5.435280001138638, 2.8363435940880994, -5.2683358803698, 0.67590624, 0.08779056, 9.0740126E-4, 0.04134391, 0.0, 5.3156033E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 6.3674042E-6, 0.0, 5.3156033E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@5ccd43c2, maize.SegRoot@59f95c5d, 31, 31, 3, 27.0, 4.94041617489283, 2.777396274830165, -6.07862298126931, 5.279945024819802, 2.677959048971245, -5.5027049008552025, 0.8, 0.103908576, 0.0010739967, 0.04134391, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 7.281691E-6, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.MerisRoot@78e03bb5, maize.SegRoot@5ccd43c2, 31, 31, 3, 74.0, 4.5265469957623825, 2.8575414900182827, -6.75854140734837, 4.94041617489283, 2.777396274830165, -6.07862298126931, 0.04134391, 0.005369983, 3.7002683E-5, 0.04134391, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 2.216221E-7, 0.0, 0.0, 1.0, 0.0
156.0, 12.0, maize.SegRoot@58d25a40, maize.SegRoot@22927a81, 3, 30, 2, 67.0, 6.394160009251221, 3.246306073667813, -6.325551513709973, 5.425594344491036, 2.8322025589408297, -5.257656934578485, 0.5860819, 0.14729846, 0.002945969, 0.08, 0.0, 1.7340931E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.077219E-5, 0.0, 1.7340931E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@64cee07, maize.SegRoot@58d25a40, 39, 31, 3, 13.0, 6.3969306364678715, 3.248825860182867, -6.330059673600165, 6.394160009251221, 3.246306073667813, -6.325551513709973, 0.23170121, 0.015488827, 8.2394625E-5, 0.021278467, 0.07108948, 4.4522308E-6, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.3331956E-7, 9.971892E-7, 4.4522308E-6, 1.0, 0.0
156.0, 12.0, maize.MerisRoot@1b701da1, maize.SegRoot@64cee07, 39, 31, 3, 67.0, 6.263677301801957, 3.43835561831752, -6.327326630183388, 6.3969306364678715, 3.248825860182867, -6.330059673600165, 0.021278467, 0.0014224289, 5.044518E-6, 0.021278467, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0213396E-8, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@726f3b58, maize.SegRoot@58d25a40, 3, 30, 2, 56.0, 6.671222730916265, 3.498284725173187, -6.776367502729149, 6.394160009251221, 3.246306073667813, -6.325551513709973, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.3045296E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 4.3045296E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@4aa8f0b4, maize.SegRoot@726f3b58, 3, 30, 2, 47.0, 7.3560720479211685, 3.677457815211737, -8.098819171715185, 6.671222730916265, 3.498284725173187, -6.776367502729149, 0.89235705, 0.22427379, 0.0044854754, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.130985E-5, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.MerisRoot@7960847b, maize.SegRoot@4aa8f0b4, 51, 31, 3, 47.0, 7.362437186778562, 3.678929417066003, -8.104897782229878, 7.3560720479211685, 3.677457815211737, -8.098819171715185, 0.021900082, 0.0015067505, 5.4996594E-6, 0.021900082, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 3.29394E-8, 0.0, 0.0, 1.0, 0.0
156.0, 12.0, maize.SegRoot@6a6824be, maize.SegRoot@4aa8f0b4, 3, 30, 2, 39.0, 7.992585933660521, 3.8246180006383463, -8.70668022318457, 7.3560720479211685, 3.677457815211737, -8.098819171715185, 1.0538654, 0.26486528, 0.0052973055, 0.08, 0.0, 3.0868652E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.6976646E-5, 0.0, 3.0868652E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@5c8da962, maize.SegRoot@6a6824be, 3, 30, 2, 28.0, 8.294145619288468, 4.376881305259722, -9.552079191618516, 7.992585933660521, 3.8246180006383463, -8.70668022318457, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.MerisRoot@512ddf17, maize.SegRoot@5c8da962, 61, 31, 3, 28.0, 8.294344117408126, 4.386449274470453, -9.563629713843897, 8.294145619288468, 4.376881305259722, -9.552079191618516, 0.031176006, 0.0030534503, 1.586573E-5, 0.031176006, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 9.502545E-8, 0.0, 0.0, 1.0, 0.0
156.0, 12.0, maize.SegRoot@1761e840, maize.SegRoot@5c8da962, 3, 30, 2, 20.0, 8.313995431254305, 5.333678226332776, -10.707131414156546, 8.294145619288468, 4.376881305259722, -9.552079191618516, 0.57721865, 0.14507088, 0.0029014174, 0.08, 0.0, 1.7078685E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.0458054E-5, 0.0, 1.7078685E-4, 1.0, 0.0
156.0, 12.0, maize.MerisRoot@6c629d6e, maize.SegRoot@1761e840, 75, 31, 3, 20.0, 8.31339859606246, 5.3356678423089186, -10.71251689059847, 8.313995431254305, 5.333678226332776, -10.707131414156546, 0.025224244, 0.0019988776, 8.403363E-6, 0.025224244, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 5.03307E-8, 0.0, 0.0, 1.0, 0.0
156.0, 12.0, maize.SegRoot@5ecddf8f, maize.SegRoot@1761e840, 3, 30, 2, 10.0, 8.254311912069683, 5.532639823946986, -11.24567905834896, 8.313995431254305, 5.333678226332776, -10.707131414156546, 0.7651757, 0.19230963, 0.0038461925, 0.08, 0.21468802, 2.1049083E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.5214076E-5, 4.3112446E-5, 2.1049083E-4, 1.0, 0.0
156.0, 12.0, maize.MerisRoot@2ef1e4fa, maize.SegRoot@5ecddf8f, 3, 30, 2, 150.0, 8.156382799861724, 5.655838777668249, -11.994495321794556, 8.254311912069683, 5.532639823946986, -11.24567905834896, 0.08, 0.020106193, 2.6808254E-4, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 1.6056409E-6, 1.8301599E-6, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@5cb0d902, maize.SegStem@5a10411, 5, 30, 2, 139.0, 0.6, 0.0, -1.9801000004447997, 0.6, 0.0, -1.9900000002235174, 0.020982768, 0.005273545, 1.054709E-4, 0.08, 0.0, 5.8460813E-7, 0.0, -0.4, -0.15, 3.20073805E9, 1.250113E7, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 7.436811E-7, 0.0, 5.8460813E-7, 0.09416467, 0.0
156.0, 12.0, maize.SegRoot@4534b60d, maize.SegRoot@5cb0d902, 10, 31, 3, 103.0, 0.5997901723093582, -7.708944291510659E-20, -1.9801000004447997, 0.6, 0.0, -1.9801000004447997, 0.8, 0.08649245, 7.441432E-4, 0.03441425, 0.0, 4.2244068E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.060292E-6, 0.0, 4.2244068E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@5e8c92f4, maize.SegRoot@4534b60d, 10, 31, 3, 94.0, 0.5432004101319423, 0.7256157104849841, -2.3121835119107588, 0.5997901723093582, -7.708944291510659E-20, -1.9801000004447997, 0.3458896, 0.037396047, 3.2173927E-4, 0.03441425, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.253095E-6, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@61e4705b, maize.SegRoot@5e8c92f4, 10, 31, 3, 85.0, 0.5150326346733357, 1.014540592474193, -2.500248956094417, 0.5432004101319423, 0.7256157104849841, -2.3121835119107588, 0.6888392, 0.07447423, 6.4074376E-4, 0.03441425, 0.0, 3.709705E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 4.443746E-6, 0.0, 3.709705E-5, 1.0, 0.0
156.0, 12.0, maize.MerisRoot@46fbb2c1, maize.SegRoot@61e4705b, 10, 31, 3, 139.0, 0.32718009276856896, 1.570668364099502, -2.860710804762617, 0.5150326346733357, 1.014540592474193, -2.500248956094417, 0.03441425, 0.003720716, 2.1340942E-5, 0.03441425, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 1.2781842E-7, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@1698c449, maize.SegRoot@5cb0d902, 5, 30, 2, 129.0, 0.579017230935815, -7.70894429151066E-18, -1.9801000004447997, 0.6, 0.0, -1.9801000004447997, 1.071592, 0.26932043, 0.0053864084, 0.08, 0.0, 3.0751328E-4, 0.0, -0.4, -0.15, 3.4572073E9, 1.250113E7, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.683611E-5, 0.0, 3.0751328E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@3fa77460, maize.SegRoot@1698c449, 5, 30, 2, 120.0, -0.4412460053439018, 0.08475997681213505, -2.2966250152085164, 0.579017230935815, -7.70894429151066E-18, -1.9801000004447997, 1.1109843, 0.2792208, 0.005584416, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 3.73418035E9, 9670263.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.858549E-5, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@50134894, maize.SegRoot@3fa77460, 14, 31, 3, 74.0, -0.4505212397588304, 0.08622153824666556, -2.3025632367350726, -0.4412460053439018, 0.08475997681213505, -2.2966250152085164, 0.5401006, 0.0425037, 2.66176E-4, 0.02504968, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.8520589E-6, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@442d9b6e, maize.SegRoot@50134894, 14, 31, 3, 62.0, -0.3580217294956877, 0.6112249587322051, -2.389303636465835, -0.4505212397588304, 0.08622153824666556, -2.3025632367350726, 0.7466644, 0.058759425, 3.679762E-4, 0.02504968, 0.0, 2.1217873E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.5416264E-6, 0.0, 2.1217873E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@2c13da15, maize.SegRoot@442d9b6e, 14, 31, 3, 48.0, -0.14608499177309456, 1.3092768825289922, -2.5484076764239916, -0.3580217294956877, 0.6112249587322051, -2.389303636465835, 0.48940542, 0.038514197, 2.4119209E-4, 0.02504968, 0.0, 1.4112683E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.6905167E-6, 0.0, 1.4112683E-5, 1.0, 0.0
156.0, 12.0, maize.MerisRoot@619a5dff, maize.SegRoot@2c13da15, 14, 31, 3, 120.0, -0.06666886984831905, 1.7772042786060283, -2.6678007798964067, -0.14608499177309456, 1.3092768825289922, -2.5484076764239916, 0.02504968, 0.001971307, 8.230102E-6, 0.02504968, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 4.9292982E-8, 0.0, 0.0, 1.0, 0.0
156.0, 12.0, maize.SegRoot@1ed6993a, maize.SegRoot@3fa77460, 5, 30, 2, 112.0, -1.3687694468367615, 0.23091612026518543, -2.8904471678641244, -0.4412460053439018, 0.08475997681213505, -2.2966250152085164, 1.0538654, 0.26486528, 0.0052973055, 0.08, 0.0, 3.118166E-4, 0.0, -0.4, -0.15, 4.05963648E9, 7798150.5, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.735159E-5, 0.0, 3.118166E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@7e32c033, maize.SegRoot@1ed6993a, 5, 30, 2, 101.0, -1.9956533529701719, 0.3723378903665802, -3.7257009428497456, -1.3687694468367615, 0.23091612026518543, -2.8904471678641244, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 4.4636201E9, 6492854.5, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@77556fd, maize.SegRoot@7e32c033, 20, 31, 3, 40.0, -2.000238719600329, 0.3726814924594984, -3.7399787700818137, -1.9956533529701719, 0.3723378903665802, -3.7257009428497456, 0.6210912, 0.034316767, 1.5088549E-4, 0.017587379, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.0538234E-6, 0.0, 0.0, 0.0, 0.0
156.0, 12.0, maize.SegRoot@3f102e87, maize.SegRoot@77556fd, 20, 31, 3, 22.0, -2.253599747294934, -0.19397271709335023, -3.7184043498932104, -2.000238719600329, 0.3726814924594984, -3.7399787700818137, 0.3810144, 0.021051953, 9.256217E-5, 0.017587379, 0.05960904, 5.1975803E-6, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 6.2260284E-7, 5.936012E-7, 5.1975803E-6, 1.0, 0.0
156.0, 12.0, maize.SegRoot@27abe2cd, maize.SegRoot@3f102e87, 20, 31, 3, 2.0, -2.3297951481176455, -0.5672808517724621, -3.7211025067710755, -2.253599747294934, -0.19397271709335023, -3.7184043498932104, 0.0017587378, 9.717445E-5, 4.27261E-7, 0.017587379, 0.05960904, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.5590168E-9, 5.285634E-7, 0.0, 1.0, 0.0
156.0, 12.0, maize.MerisRoot@7ab2bfe1, maize.SegRoot@27abe2cd, 20, 31, 3, 101.0, -2.330030548720228, -0.5690207601692507, -3.721204801932339, -2.3297951481176455, -0.5672808517724621, -3.7211025067710755, 0.017587379, 9.7174454E-4, 2.8484067E-6, 0.017587379, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 1.7060112E-8, 0.0, 0.0, 1.0, 0.0
156.0, 12.0, maize.SegRoot@2957fcb0, maize.SegRoot@7e32c033, 5, 30, 2, 93.0, -2.454190015985884, 0.406698099658398, -5.15348366605655, -1.9956533529701719, 0.3723378903665802, -3.7257009428497456, 0.64677227, 0.1625516, 0.003251032, 0.08, 0.0, 1.913663E-4, 0.0, -0.4, -0.15, 4.9718764E9, 5540213.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.2923205E-5, 0.0, 1.913663E-4, 1.0, 0.0
156.0, 12.0, maize.SegRoot@368239c8, maize.SegRoot@2957fcb0, 28, 31, 3, 48.0, -2.4566121177943456, 0.40582643105757155, -5.1594170507289, -2.454190015985884, 0.406698099658398, -5.15348366605655, 0.44281095, 0.036354326, 2.3751112E-4, 0.026132915, 0.0, 1.38709065E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.661555E-6, 0.0, 1.38709065E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@9e89d68, maize.SegRoot@368239c8, 28, 31, 3, 36.0, -2.112142011041276, 0.5963825345607963, -5.362173711894106, -2.4566121177943456, 0.40582643105757155, -5.1594170507289, 0.8, 0.06567918, 4.290971E-4, 0.026132915, 0.0, 2.4680274E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.956377E-6, 0.0, 2.4680274E-5, 1.0, 0.0
156.0, 12.0, maize.SegRoot@5f5a92bb, maize.SegRoot@9e89d68, 28, 31, 3, 23.0, -1.4213365952361285, 0.6504231569650073, -5.762008062216748, -2.112142011041276, 0.5963825345607963, -5.362173711894106, 0.47621882, 0.039097074, 2.5543015E-4, 0.026132915, 0.0, 1.4917397E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.7869108E-6, 0.0, 1.4917397E-5, 1.0, 0.0
