temps, hour, article, father, orgID, type, ordre, article_age, x, y, z, x1, y1, z1,article_length, article_surface, article_volume, article_diameter, article_growth, article_dry_mass, dist_from_base,water_pot_endo, water_pot_exo, Kh, Lr, Lr_percent, radial_water_flux, axial_water_flux, aqp, cavitation,maintenance_demand, growth_demand, dry_mass, growth_eff, photosynthesis
228.0, 12.0, maize.MerisRoot@67f89fa3, maize.SegRoot@7d417077, 59, 31, 3, 116.0, 1.783492372483893, 1.7947188844257782, -2.2386173286528845, 2.164167246849688, 1.1303869806059934, -2.0837343724994217, 0.033648256, 0.0035569277, 1.9947403E-5, 0.033648256, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 1.1947203E-7, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@4ac68d3e, maize.SegRoot@1c6b6478, 42, 30, 2, 106.0, 2.5439502429345295, -0.006469822502067305, -2.0369673759170372, 2.1, 9.648735898059818E-16, -1.9601000008918346, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.349081E-4, 0.0, -0.4, -0.15, 4.27045504E9, 7027539.5, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.209636E-5, 0.0, 4.349081E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@de0a01f, maize.SegRoot@4ac68d3e, 42, 30, 2, 96.0, 3.9821074063791726, -0.019520002519865645, -2.4630350536800436, 2.5439502429345295, -0.006469822502067305, -2.0369673759170372, 1.1109843, 0.2792208, 0.005584416, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 4.7464018E9, 5901448.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.858549E-5, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@735b478, maize.SegRoot@de0a01f, 73, 31, 3, 42.0, 3.9926336407044922, -0.018902210302759858, -2.4665343870283114, 3.9821074063791726, -0.019520002519865645, -2.4630350536800436, 0.67286855, 0.043417722, 2.2294305E-4, 0.02053936, 0.0, 1.2968178E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.5534198E-6, 0.0, 1.2968178E-5, 1.0, 0.0
228.0, 12.0, maize.SegRoot@2c9f9fb0, maize.SegRoot@735b478, 73, 31, 3, 25.0, 3.8243209938677247, 0.1653465993418505, -3.091414632600016, 3.9926336407044922, -0.018902210302759858, -2.4665343870283114, 0.69244057, 0.04468063, 2.2942788E-4, 0.02053936, 0.0, 1.3345389E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.5986047E-6, 0.0, 1.3345389E-5, 1.0, 0.0
228.0, 12.0, maize.SegRoot@6a4f787b, maize.SegRoot@2c9f9fb0, 73, 31, 3, 11.0, 3.467574982885774, 0.2936129873378835, -3.6708574198175192, 3.8243209938677247, 0.1653465993418505, -3.091414632600016, 0.26848572, 0.017324392, 8.8957975E-5, 0.02053936, 0.06881769, 4.7322283E-6, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.668596E-7, 8.854569E-7, 4.7322283E-6, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@4c75cab9, maize.SegRoot@6a4f787b, 73, 31, 3, 96.0, 3.3213918794190413, 0.350290517095488, -3.888808650771408, 3.467574982885774, 0.2936129873378835, -3.6708574198175192, 0.02053936, 0.001325329, 4.5369015E-6, 0.02053936, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 2.7173103E-8, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@1ef7fe8e, maize.SegRoot@de0a01f, 42, 30, 2, 88.0, 5.034730838911136, 0.042259219190713175, -2.812968388506827, 3.9821074063791726, -0.019520002519865645, -2.4630350536800436, 1.0538654, 0.26486528, 0.0052973055, 0.08, 0.0, 3.118166E-4, 0.0, -0.4, -0.15, 5.2849367E9, 5147325.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.735159E-5, 0.0, 3.118166E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@6f79caec, maize.SegRoot@1ef7fe8e, 42, 30, 2, 77.0, 5.904237141541419, 0.08067908624407108, -3.407203292360805, 5.034730838911136, 0.042259219190713175, -2.812968388506827, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 5.9907881E9, 4544306.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@2096442d, maize.SegRoot@6f79caec, 87, 31, 3, 47.0, 5.9161265591531675, 0.07910199695489413, -3.41621187372678, 5.904237141541419, 0.08067908624407108, -3.407203292360805, 0.5288175, 0.068353295, 7.0307765E-4, 0.041143745, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 4.8753095E-6, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@9f70c54, maize.SegRoot@2096442d, 87, 31, 3, 40.0, 6.034287020008051, 0.5945379887207223, -3.4127857533316424, 5.9161265591531675, 0.07910199695489413, -3.41621187372678, 0.41546288, 0.053701438, 5.523696E-4, 0.041143745, 0.0, 3.2701795E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.9172514E-6, 0.0, 3.2701795E-5, 1.0, 0.0
228.0, 12.0, maize.SegRoot@234bef66, maize.SegRoot@9f70c54, 87, 31, 3, 30.0, 6.264480758673386, 0.9400967972711578, -3.4272551427006746, 6.034287020008051, 0.5945379887207223, -3.4127857533316424, 0.8, 0.10340551, 0.0010636225, 0.041143745, 0.0, 6.017273E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 7.2079133E-6, 0.0, 6.017273E-5, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@67117f44, maize.SegRoot@234bef66, 87, 31, 3, 77.0, 6.840472912730837, 1.4903171022389665, -3.501354221904645, 6.264480758673386, 0.9400967972711578, -3.4272551427006746, 0.041143745, 0.0053181127, 3.6467845E-5, 0.041143745, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 2.1841878E-7, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@7dc36524, maize.SegRoot@6f79caec, 42, 30, 2, 69.0, 7.093178902716318, -0.07702984267362448, -4.308061428958328, 5.904237141541419, 0.08067908624407108, -3.407203292360805, 0.6195654, 0.15571377, 0.0031142752, 0.08, 0.0, 1.8331636E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.1958926E-5, 0.0, 1.8331636E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@685cb137, maize.SegRoot@7dc36524, 104, 31, 3, 23.0, 7.09792403904563, -0.07681285735027145, -4.312039208101742, 7.093178902716318, -0.07702984267362448, -4.308061428958328, 0.58939624, 0.04692649, 2.9731644E-4, 0.025343163, 0.0, 1.7423403E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.087098E-6, 0.0, 1.7423403E-5, 1.0, 0.0
228.0, 12.0, maize.SegRoot@6a41eaa2, maize.SegRoot@685cb137, 104, 31, 3, 10.0, 6.753144003643011, -0.0020739408117378816, -4.784192554354593, 7.09792403904563, -0.07681285735027145, -4.312039208101742, 0.3252128, 0.02589276, 1.640511E-4, 0.025343163, 0.08334587, 8.767037E-6, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.0501775E-6, 1.6401823E-6, 8.767037E-6, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@35bbe5e8, maize.SegRoot@6a41eaa2, 104, 31, 3, 69.0, 6.592323080275816, 0.010993454463789855, -5.066556230078991, 6.753144003643011, -0.0020739408117378816, -4.784192554354593, 0.025343163, 0.0020177693, 8.522777E-6, 0.025343163, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 5.1045912E-8, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@2c8d66b2, maize.SegRoot@7dc36524, 42, 30, 2, 59.0, 7.567692535647511, -0.05533131033832113, -4.705839343299655, 7.093178902716318, -0.07702984267362448, -4.308061428958328, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.349081E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.209636E-5, 0.0, 4.349081E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@5a39699c, maize.SegRoot@2c8d66b2, 42, 30, 2, 49.0, 8.470964521402268, 0.18773601586353672, -5.878450956189336, 7.567692535647511, -0.05533131033832113, -4.705839343299655, 1.3305963, 0.33441532, 0.0066883066, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 4.6212816E-5, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@7cd62f43, maize.SegRoot@5a39699c, 122, 31, 3, 3.0, 8.474723434149015, 0.18621831854702559, -5.891124386399906, 8.470964521402268, 0.18773601586353672, -5.878450956189336, 0.08173489, 0.006512862, 4.1297753E-5, 0.025363814, 0.08340712, 2.0826635E-6, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.494761E-7, 1.5514495E-6, 2.0826635E-6, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@3cb5cdba, maize.SegRoot@7cd62f43, 122, 31, 3, 49.0, 8.41278154794557, 0.13618453679724213, -5.909574723486855, 8.474723434149015, 0.18621831854702559, -5.891124386399906, 0.025363814, 0.002021059, 8.543627E-6, 0.025363814, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 5.1170794E-8, 0.0, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@737996a0, maize.SegRoot@5a39699c, 42, 30, 2, 42.0, 8.846855796077037, 0.03596628421242232, -7.145793977246382, 8.470964521402268, 0.18773601586353672, -5.878450956189336, 0.63532233, 0.15967391, 0.003193478, 0.08, 0.0, 1.879785E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.251739E-5, 0.0, 1.879785E-4, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@61dc03ce, maize.SegRoot@737996a0, 137, 31, 3, 42.0, 8.848666539338849, 0.035717560735557013, -7.151878612826703, 8.846855796077037, 0.03596628421242232, -7.145793977246382, 0.029390898, 0.0027137857, 1.3293434E-5, 0.029390898, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 7.9619056E-8, 7.278155E-8, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@50f8360d, maize.SegRoot@737996a0, 42, 30, 2, 31.0, 9.0279301222582, 0.011093936525892089, -7.754257535278467, 8.846855796077037, 0.03596628421242232, -7.145793977246382, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.3045296E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 4.3045296E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@6d4b1c02, maize.SegRoot@50f8360d, 42, 30, 2, 22.0, 9.703468965708721, -0.04611332495024989, -9.092306338657451, 9.0279301222582, 0.011093936525892089, -7.754257535278467, 0.6806235, 0.17105933, 0.0034211865, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.3880822E-5, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.MerisRoot@6093dd95, maize.SegRoot@6d4b1c02, 159, 31, 3, 22.0, 9.707348665008588, -0.04653257573178438, -9.097882806290617, 9.703468965708721, -0.04611332495024989, -9.092306338657451, 0.03507026, 0.0038639177, 2.2584767E-5, 0.03507026, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 1.3526814E-7, 0.0, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@5622fdf, maize.SegRoot@6d4b1c02, 42, 30, 2, 13.0, 10.091438895695534, -0.08803840310369915, -9.649953101974008, 9.703468965708721, -0.04611332495024989, -9.092306338657451, 0.8391774, 0.2109083, 0.0042181658, 0.08, 0.21468802, 2.3832517E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.854827E-5, 4.450889E-5, 2.3832517E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@4883b407, maize.SegRoot@5622fdf, 42, 30, 2, 3.0, 10.529200811438082, -0.0954071951587418, -10.365864408557966, 10.091438895695534, -0.08803840310369915, -9.649953101974008, 0.21185513, 0.053245, 0.0010649, 0.08, 0.21468802, 5.387423E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 6.453435E-6, 3.985408E-5, 5.387423E-5, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@7d9d1a19, maize.SegRoot@4883b407, 185, 31, 3, 3.0, 10.529635305814919, -0.09650910818770846, -10.367620899958974, 10.529200811438082, -0.0954071951587418, -10.365864408557966, 0.012851889, 5.1890017E-4, 1.1114746E-6, 0.012851889, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 6.657013E-9, 0.0, 0.0, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@76ccd017, maize.SegRoot@4883b407, 42, 30, 2, 138.0, 10.572650249121692, -0.20559849805540803, -10.541513548658719, 10.529200811438082, -0.0954071951587418, -10.365864408557966, 0.08, 0.020106193, 2.6808254E-4, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 1.6056409E-6, 0.0, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@182decdb, maize.SegStem@7de26db8, 44, 30, 2, 126.0, 0.6, 0.0, -1.9601000008918346, 0.6, 0.0, -1.9700000006705523, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.3045296E-4, 0.0, -0.4, -0.15, 3.50634419E9, 1.250113E7, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 4.3045296E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@277c0f21, maize.SegRoot@182decdb, 44, 30, 2, 118.0, -0.15000000000000036, 1.299038105676658, -1.9601000008918343, 0.6, 0.0, -1.9601000008918346, 0.6806235, 0.17105933, 0.0034211865, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 3.82622413E9, 9020451.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.3880822E-5, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@56cbfb61, maize.SegRoot@277c0f21, 55, 31, 3, 70.0, -0.15252243038206081, 1.3053477023736177, -1.9604887985619142, -0.15000000000000036, 1.299038105676658, -1.9601000008918343, 0.5096855, 0.038637817, 2.3308428E-4, 0.024130171, 0.0, 1.35722685E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.625782E-6, 0.0, 1.35722685E-5, 1.0, 0.0
228.0, 12.0, maize.SegRoot@1134affc, maize.SegRoot@56cbfb61, 55, 31, 3, 56.0, 0.24429858881884986, 1.4866407060070814, -2.224013505688371, -0.15252243038206081, 1.3053477023736177, -1.9604887985619142, 0.7795969, 0.059099037, 3.5651747E-4, 0.024130171, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.4691672E-6, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@2cb4c3ab, maize.SegRoot@1134affc, 55, 31, 3, 44.0, 0.7894431754394842, 1.8722779697130332, -2.6263475353522674, 0.24429858881884986, 1.4866407060070814, -2.224013505688371, 0.4789639, 0.0363089, 2.1903498E-4, 0.024130171, 0.0, 1.2754192E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.5277869E-6, 0.0, 1.2754192E-5, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@6073f712, maize.SegRoot@2cb4c3ab, 55, 31, 3, 118.0, 0.9835454039082037, 2.177040447431545, -2.940752666974733, 0.7894431754394842, 1.8722779697130332, -2.6263475353522674, 0.024130171, 0.0018292399, 7.3566453E-6, 0.024130171, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 4.4061544E-8, 0.0, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@43556938, maize.SegRoot@277c0f21, 44, 30, 2, 109.0, -0.4022430382060463, 1.9299977753726318, -1.998979767899826, -0.15000000000000036, 1.299038105676658, -1.9601000008918343, 1.4921048, 0.37500682, 0.0075001363, 0.08, 0.0, 4.3705068E-4, 0.0, -0.4, -0.15, 4.16237798E9, 7392817.5, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.235301E-5, 0.0, 4.3705068E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@3d04a311, maize.SegRoot@43556938, 44, 30, 2, 98.0, -0.892510149501915, 3.3120169827934847, -2.2747290833810148, -0.4022430382060463, 1.9299977753726318, -1.998979767899826, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 4.6117268E9, 6160087.5, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@d041cf, maize.SegRoot@3d04a311, 68, 31, 3, 50.0, -0.8947737983707973, 3.326022779245745, -2.2795987404055147, -0.892510149501915, 3.3120169827934847, -2.2747290833810148, 0.52711433, 0.04038085, 2.461706E-4, 0.024384886, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.7071313E-6, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@13c78c0b, maize.SegRoot@d041cf, 68, 31, 3, 39.0, -1.4054289485675895, 3.2471815882405863, -2.3838337284984648, -0.8947737983707973, 3.326022779245745, -2.2795987404055147, 0.7287139, 0.055824865, 3.4032075E-4, 0.024384886, 0.0, 1.9701954E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.360039E-6, 0.0, 1.9701954E-5, 1.0, 0.0
228.0, 12.0, maize.SegRoot@39c0f4a, maize.SegRoot@13c78c0b, 68, 31, 3, 24.0, -1.9601953142424242, 2.8158426453508483, -2.5767197712583148, -1.4054289485675895, 3.2471815882405863, -2.3838337284984648, 0.58102196, 0.04451057, 2.7134627E-4, 0.024384886, 0.0, 1.5821577E-5, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.89522E-6, 0.0, 1.5821577E-5, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@7a46a697, maize.SegRoot@39c0f4a, 68, 31, 3, 98.0, -2.4385438761425, 2.5451461897471295, -2.765114521751588, -1.9601953142424242, 2.8158426453508483, -2.5767197712583148, 0.024384886, 0.0018680622, 7.5920807E-6, 0.024384886, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 4.5471648E-8, 0.0, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@5d3411d, maize.SegRoot@3d04a311, 44, 30, 2, 91.0, -1.11887503639015, 4.712596628019515, -2.7616947858309966, -0.892510149501915, 3.3120169827934847, -2.2747290833810148, 0.5860819, 0.14729846, 0.002945969, 0.08, 0.0, 1.7340931E-4, 0.0, -0.4, -0.15, 5.1135775E9, 5349211.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.077219E-5, 0.0, 1.7340931E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@1794d431, maize.SegRoot@5d3411d, 79, 31, 3, 20.0, -1.1204635447931044, 4.717875001994372, -2.7636859197003925, -1.11887503639015, 4.712596628019515, -2.7616947858309966, 0.28154173, 0.013842123, 5.4156768E-5, 0.015649846, 0.05344565, 2.9767034E-6, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.5657052E-7, 4.1250385E-7, 2.9767034E-6, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@2471cca7, maize.SegRoot@1794d431, 79, 31, 3, 91.0, -1.0881972994745701, 4.647580359380066, -3.0343947948706957, -1.1204635447931044, 4.717875001994372, -2.7636859197003925, 0.015649846, 7.6943147E-4, 2.006914E-6, 0.015649846, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 1.2020116E-8, 1.0987854E-8, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@5fe5c6f, maize.SegRoot@5d3411d, 44, 30, 2, 81.0, -1.27772587668558, 5.240434025505249, -2.9608081727705837, -1.11887503639015, 4.712596628019515, -2.7616947858309966, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.3045296E-4, 0.0, -0.4, -0.15, 5.7133102E9, 4746510.5, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 4.3045296E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@129a8472, maize.SegRoot@5fe5c6f, 44, 30, 2, 71.0, -1.2866410873626066, 6.577944670579459, -3.6397675186314054, -1.27772587668558, 5.240434025505249, -2.9608081727705837, 0.89235705, 0.22427379, 0.0044854754, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.130985E-5, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@42e26948, maize.SegRoot@129a8472, 94, 31, 3, 7.0, -1.287948418306773, 6.585448345347076, -3.644416804734119, -1.2866410873626066, 6.577944670579459, -3.6397675186314054, 0.23323485, 0.012928192, 5.7025918E-5, 0.017643895, 0.059787393, 2.9392686E-6, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.5208632E-7, 5.500198E-7, 2.9392686E-6, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@1b0375b3, maize.SegRoot@42e26948, 94, 31, 3, 71.0, -1.3745294866542672, 6.702773589804187, -3.462381089187998, -1.287948418306773, 6.585448345347076, -3.644416804734119, 0.017643895, 9.779999E-4, 2.8759548E-6, 0.017643895, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 1.7225107E-8, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@2f7c7260, maize.SegRoot@129a8472, 44, 30, 2, 63.0, -1.4173741817792482, 7.328312147341162, -4.104696128902768, -1.2866410873626066, 6.577944670579459, -3.6397675186314054, 1.0538654, 0.26486528, 0.0052973055, 0.08, 0.0, 3.0868652E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 3.6976646E-5, 0.0, 3.0868652E-4, 1.0, 0.0
228.0, 12.0, maize.SegRoot@2d209079, maize.SegRoot@2f7c7260, 44, 30, 2, 52.0, -1.4650724931825456, 8.230188082123343, -4.647814059747873, -1.4173741817792482, 7.328312147341162, -4.104696128902768, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.156269E-5, 0.0, 0.0, 0.0, 0.0
228.0, 12.0, maize.SegRoot@57baeedf, maize.SegRoot@2d209079, 112, 31, 3, 3.0, -1.4671037252008114, 8.243062163963701, -4.655239159966436, -1.4650724931825456, 8.230188082123343, -4.647814059747873, 0.07608526, 0.0056030736, 3.2835393E-5, 0.023440987, 0.07765978, 1.6549291E-6, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 1.9823906E-7, 1.2330987E-6, 1.6549291E-6, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@6bdf28bb, maize.SegRoot@57baeedf, 112, 31, 3, 52.0, -1.393176970706166, 8.251984082582503, -4.670866122339308, -1.4671037252008114, 8.243062163963701, -4.655239159966436, 0.023440987, 0.0017262419, 6.7441356E-6, 0.023440987, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 4.0393004E-8, 0.0, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@12843fce, maize.SegRoot@2d209079, 44, 30, 2, 45.0, -1.668195695009121, 9.517596266159273, -5.390324081604162, -1.4650724931825456, 8.230188082123343, -4.647814059747873, 0.6195654, 0.15571377, 0.0031142752, 0.08, 0.0, 1.8331636E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 2.1958926E-5, 0.0, 1.8331636E-4, 1.0, 0.0
228.0, 12.0, maize.MerisRoot@3dd3bcd, maize.SegRoot@12843fce, 129, 31, 3, 45.0, -1.6694117962303872, 9.522635868991195, -5.393716666082718, -1.668195695009121, 9.517596266159273, -5.390324081604162, 0.023232672, 0.001695697, 6.5659287E-6, 0.023232672, 0.0, 0.0, 0.0, -0.4, -0.15, 9.9999999E14, 1.0E-7, 0.0, 0.0, 0.0, 1.0, 1.0, 3.9325663E-8, 0.0, 0.0, 1.0, 0.0
228.0, 12.0, maize.SegRoot@97e1986, maize.SegRoot@12843fce, 44, 30, 2, 35.0, -1.7898058171357458, 10.021556549351423, -5.729582529459759, -1.668195695009121, 9.517596266159273, -5.390324081604162, 1.5, 0.37699112, 0.0075398223, 0.08, 0.0, 4.349081E-4, 0.0, -0.4, -0.15, 9.9999999E14, 5000452.0, 0.9999096, 0.0, 0.0, 0.9999096, 1.0, 5.209636E-5, 0.0, 4.349081E-4, 1.0, 0.0
